OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1141,2018-05-01,611400,Business Schools and Computer and Management Training,80
29-1141,2018-05-01,611500,Technical and Trade Schools,180
29-1141,2018-05-01,611600,Other Schools and Instruction,0
29-1141,2018-05-01,611700,Educational Support Services,310
29-1141,2018-05-01,621100,Offices of Physicians,197790
29-1141,2018-05-01,621200,Offices of Dentists,1440
29-1141,2018-05-01,621300,Offices of Other Health Practitioners,11710
29-1141,2018-05-01,621400,Outpatient Care Centers,141830
29-1141,2018-05-01,621500,Medical and Diagnostic Laboratories,2280
29-1141,2018-05-01,621600,Home Health Care Services,181180
29-1141,2018-05-01,621900,Other Ambulatory Health Care Services,15220
29-1141,2018-05-01,622100,General Medical and Surgical Hospitals,1698700
29-1141,2018-05-01,622200,Psychiatric and Substance Abuse Hospitals,39170
29-1141,2018-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,62980
29-1141,2018-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),153120
29-1141,2018-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",15780
29-1141,2018-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,34640
29-1141,2018-05-01,623900,Other Residential Care Facilities,2930
29-1141,2018-05-01,624100,Individual and Family Services,24140
29-1141,2018-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",490
29-1141,2018-05-01,624300,Vocational Rehabilitation Services,2060
29-1141,2018-05-01,624400,Child Day Care Services,460
29-1141,2018-05-01,711200,Spectator Sports,50
29-1141,2018-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",50
29-1141,2018-05-01,712100,"Museums, Historical Sites, and Similar Institutions",30
29-1141,2018-05-01,713900,Other Amusement and Recreation Industries,110
29-1141,2018-05-01,721100,Traveler Accommodation,70
29-1141,2018-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,130
29-1141,2018-05-01,812100,Personal Care Services,900
29-1141,2018-05-01,813100,Religious Organizations,930
29-1141,2018-05-01,813200,Grantmaking and Giving Services,190
29-1141,2018-05-01,813300,Social Advocacy Organizations,570
29-1141,2018-05-01,813400,Civic and Social Organizations,60
29-1141,2018-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",750
29-1141,2018-05-01,999100,Federal Executive Branch (OES Designation),81390
29-1141,2018-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",33610
29-1141,2018-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",35180
29-1141,2019-05-01,221100,"Electric Power Generation, Transmission and Distribution",100
29-1141,2019-05-01,311600,Animal Slaughtering and Processing,550
29-1141,2019-05-01,322100,"Pulp, Paper, and Paperboard Mills",0
29-1141,2019-05-01,324100,Petroleum and Coal Products Manufacturing,50
29-1141,2019-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",130
29-1141,2019-05-01,325400,Pharmaceutical and Medicine Manufacturing,260
29-1141,2019-05-01,327000,Nonmetallic Mineral Product Manufacturing,30
29-1141,2019-05-01,3320A1,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)",30
29-1141,2019-05-01,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",70
29-1141,2019-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",160
29-1141,2019-05-01,336100,Motor Vehicle Manufacturing,160
29-1141,2019-05-01,336300,Motor Vehicle Parts Manufacturing,160
29-1141,2019-05-01,336400,Aerospace Product and Parts Manufacturing,120
29-1141,2019-05-01,339100,Medical Equipment and Supplies Manufacturing,90
29-1141,2019-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,580
29-1141,2019-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",710
29-1141,2019-05-01,446100,Health and Personal Care Stores,1690
29-1141,2019-05-01,454100,Electronic Shopping and Mail-Order Houses,290
29-1141,2019-05-01,481200,Nonscheduled Air Transportation,40
29-1141,2019-05-01,491100,Postal Service (federal government),120
29-1141,2019-05-01,493100,Warehousing and Storage,60
29-1141,2019-05-01,512100,Motion Picture and Video Industries,580
29-1141,2019-05-01,518200,"Data Processing, Hosting, and Related Services",120
29-1141,2019-05-01,524100,Insurance Carriers,29070
29-1141,2019-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",10470
29-1141,2019-05-01,525100,Insurance and Employee Benefit Funds,60
29-1141,2019-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",500
29-1141,2019-05-01,541100,Legal Services,290
29-1141,2019-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",700
29-1141,2019-05-01,541300,"Architectural, Engineering, and Related Services",70
29-1141,2019-05-01,541500,Computer Systems Design and Related Services,940
29-1141,2019-05-01,541600,"Management, Scientific, and Technical Consulting Services",5280
29-1141,2019-05-01,541700,Scientific Research and Development Services,2840
29-1141,2019-05-01,541900,"Other Professional, Scientific, and Technical Services",980
29-1141,2019-05-01,551100,Management of Companies and Enterprises,16050
29-1141,2019-05-01,561100,Office Administrative Services,4610
29-1141,2019-05-01,561200,Facilities Support Services,720
29-1141,2019-05-01,561300,Employment Services,57270
29-1141,2019-05-01,561400,Business Support Services,650
29-1141,2019-05-01,611100,Elementary and Secondary Schools,54430
29-1141,2019-05-01,611200,Junior Colleges,430
29-1141,2019-05-01,611300,"Colleges, Universities, and Professional Schools",28570
29-1141,2019-05-01,611400,Business Schools and Computer and Management Training,140
29-1141,2019-05-01,611500,Technical and Trade Schools,180
29-1141,2019-05-01,611600,Other Schools and Instruction,80
29-1141,2019-05-01,611700,Educational Support Services,370
29-1141,2019-05-01,621100,Offices of Physicians,197890
29-1141,2019-05-01,621200,Offices of Dentists,1180
29-1141,2019-05-01,621300,Offices of Other Health Practitioners,13350
29-1141,2019-05-01,621400,Outpatient Care Centers,147550
29-1141,2019-05-01,621500,Medical and Diagnostic Laboratories,2440
29-1141,2019-05-01,621600,Home Health Care Services,177790
29-1141,2019-05-01,621900,Other Ambulatory Health Care Services,15370
29-1141,2019-05-01,622100,General Medical and Surgical Hospitals,1713120
29-1141,2019-05-01,622200,Psychiatric and Substance Abuse Hospitals,40390
29-1141,2019-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,62670
29-1141,2019-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),151300
29-1141,2019-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",15510
29-1141,2019-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,34940
29-1141,2019-05-01,623900,Other Residential Care Facilities,3000
29-1141,2019-05-01,624100,Individual and Family Services,24860
29-1141,2019-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",430
29-1141,2019-05-01,624300,Vocational Rehabilitation Services,1990
29-1141,2019-05-01,624400,Child Day Care Services,460
29-1141,2019-05-01,711200,Spectator Sports,0
29-1141,2019-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",30
29-1141,2019-05-01,712100,"Museums, Historical Sites, and Similar Institutions",40
29-1141,2019-05-01,713900,Other Amusement and Recreation Industries,100
29-1141,2019-05-01,721100,Traveler Accommodation,50
29-1141,2019-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,80
29-1141,2019-05-01,812100,Personal Care Services,670
29-1141,2019-05-01,813100,Religious Organizations,980
29-1141,2019-05-01,813200,Grantmaking and Giving Services,290
29-1141,2019-05-01,813300,Social Advocacy Organizations,490
29-1141,2019-05-01,813400,Civic and Social Organizations,120
29-1141,2019-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",810
29-1141,2019-05-01,999100,Federal Executive Branch (OES Designation),83210
29-1141,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",33530
29-1141,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",35390
29-1141,2020-05-01,221100,"Electric Power Generation, Transmission and Distribution",90
29-1141,2020-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,40
29-1141,2020-05-01,311600,Animal Slaughtering and Processing,620
29-1141,2020-05-01,322100,"Pulp, Paper, and Paperboard Mills",40
29-1141,2020-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1141,2020-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",100
29-1141,2020-05-01,325400,Pharmaceutical and Medicine Manufacturing,340
29-1141,2020-05-01,327000,Nonmetallic Mineral Product Manufacturing,40
29-1141,2020-05-01,3320A1,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)",30
29-1141,2020-05-01,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",60
29-1141,2020-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",120
29-1141,2020-05-01,336100,Motor Vehicle Manufacturing,150
29-1141,2020-05-01,336300,Motor Vehicle Parts Manufacturing,110
29-1141,2020-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1141,2020-05-01,339100,Medical Equipment and Supplies Manufacturing,70
29-1141,2020-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,550
29-1141,2020-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",590
29-1141,2020-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,90
29-1141,2020-05-01,446100,Health and Personal Care Stores,1530
29-1141,2020-05-01,454100,Electronic Shopping and Mail-Order Houses,270
29-1141,2020-05-01,491100,Postal Service (federal government),130
29-1141,2020-05-01,493100,Warehousing and Storage,60
29-1141,2020-05-01,512100,Motion Picture and Video Industries,430
29-1141,2020-05-01,518200,"Data Processing, Hosting, and Related Services",140
29-1141,2020-05-01,524100,Insurance Carriers,31100
29-1141,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",11350
29-1141,2020-05-01,525900,Other Investment Pools and Funds,100
29-1141,2020-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",300
29-1141,2020-05-01,541100,Legal Services,350
29-1141,2020-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",700
29-1141,2020-05-01,541300,"Architectural, Engineering, and Related Services",100
29-1141,2020-05-01,541500,Computer Systems Design and Related Services,1320
29-1141,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",5360
29-1141,2020-05-01,541700,Scientific Research and Development Services,3170
29-1141,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",1110
29-1141,2020-05-01,551100,Management of Companies and Enterprises,17570
29-1141,2020-05-01,561100,Office Administrative Services,0
29-1141,2020-05-01,561200,Facilities Support Services,830
29-1141,2020-05-01,561300,Employment Services,51860
29-1141,2020-05-01,561400,Business Support Services,560
29-1141,2020-05-01,611100,Elementary and Secondary Schools,54500
29-1141,2020-05-01,611200,Junior Colleges,550
29-1141,2020-05-01,611300,"Colleges, Universities, and Professional Schools",30330
29-1141,2020-05-01,611400,Business Schools and Computer and Management Training,260
29-1141,2020-05-01,611500,Technical and Trade Schools,180
29-1141,2020-05-01,611600,Other Schools and Instruction,40
29-1141,2020-05-01,611700,Educational Support Services,320
29-1141,2020-05-01,621100,Offices of Physicians,192300
29-1141,2020-05-01,621200,Offices of Dentists,950
29-1141,2020-05-01,621300,Offices of Other Health Practitioners,13270
29-1141,2020-05-01,621400,Outpatient Care Centers,150380
29-1141,2020-05-01,621500,Medical and Diagnostic Laboratories,2600
29-1141,2020-05-01,621600,Home Health Care Services,169630
29-1141,2020-05-01,621900,Other Ambulatory Health Care Services,14980
29-1141,2020-05-01,622100,General Medical and Surgical Hospitals,1729200
29-1141,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,39840
29-1141,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,63910
29-1141,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),143250
29-1141,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",16390
29-1141,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,34720
29-1141,2020-05-01,623900,Other Residential Care Facilities,3260
29-1141,2020-05-01,624100,Individual and Family Services,25280
29-1141,2020-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",520
29-1141,2020-05-01,624300,Vocational Rehabilitation Services,1760
29-1141,2020-05-01,624400,Child Day Care Services,350
29-1141,2020-05-01,713100,Amusement Parks and Arcades,50
29-1141,2020-05-01,713900,Other Amusement and Recreation Industries,60
29-1141,2020-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,70
29-1141,2020-05-01,812100,Personal Care Services,550
29-1141,2020-05-01,813100,Religious Organizations,790
29-1141,2020-05-01,813200,Grantmaking and Giving Services,290
29-1141,2020-05-01,813300,Social Advocacy Organizations,340
29-1141,2020-05-01,813400,Civic and Social Organizations,100
29-1141,2020-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",560
29-1141,2020-05-01,999100,Federal Executive Branch (OEWS Designation),86860
29-1141,2020-05-01,999200,"State Government, excluding schools and hospitals (OEWS Designation)",33120
29-1141,2020-05-01,999300,"Local Government, excluding schools and hospitals (OEWS Designation)",36650
29-1141,2021-05-01,221100,"Electric Power Generation, Transmission and Distribution",60
29-1141,2021-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,40
29-1141,2021-05-01,311600,Animal Slaughtering and Processing,620
29-1141,2021-05-01,322100,"Pulp, Paper, and Paperboard Mills",50
29-1141,2021-05-01,324100,Petroleum and Coal Products Manufacturing,30
29-1141,2021-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",120
29-1141,2021-05-01,325400,Pharmaceutical and Medicine Manufacturing,200
29-1141,2021-05-01,326100,Plastics Product Manufacturing,40
